RSOCFO,FAMILLE,SOUS FAM,NARTAR,LARTAR,NBPCVL,PVTCPJ,STOCK,QTE EN CDE,GPV HH (30),GPV SU PL (130),GPV SU DJIBI (235),GPV HU (302),ASTEN HCP (230),QTE,ARTICLE
L3C,400,103,100648967,PARURE 3P.260x240 CALVINIA 1644454,4,28290,0,0,,,,,,,
L3C,400,103,100648968,PARURE 3P.260x240 MADISON 1644455,4,28290,0,0,,,,,,,
L3C,400,103,100648969,PARURE 3P.260x240 TRIENNALE 1644462,4,23990,0,0,,,,,,,
L3C,400,105,100648970,TO VP 63x63 ANTH +PT BDON 1644506,12,3250,24,0,,,,,,,
L3C,400,105,100648971,TO VP 63x63 LINA ROS+PT BRD 1644508,12,3250,36,0,,,,,,,
L3C,400,105,100648972,TO VP 63x63LINA BLC+PT BRDON 164450,12,3250,0,0,,,,,,,
L3C,400,105,100648973,TO VP 63x63LINA SABLE+PBDON 1644510,12,3250,24,0,,,,,,,
L3C,400,105,100648974,TO VP 63x63LINA BLEU+P BDON 1644514,12,3250,24,0,,,,,,,
L3C,400,105,100648975,TO VP 50x70LINA ANTH+P BDON 1644516,12,3250,69,0,,,,,,,
L3C,400,105,100648976,TO VP 50x70LINA ROSE+P BDON 1644518,12,3250,42,0,,,,,,,
L3C,400,105,100648977,TO VP 50x70 BLC+P BDON 1644519,48,3250,66,0,,,,,,,
L3C,400,105,100648978,TO VP50x70LINA SABLE+P BDON 1644520,12,3250,60,0,,,,,,,
L3C,400,105,100648979,TO VP 50x70 BLEU+PT BDON 1644524,12,3250,36,0,,,,,,,
L3C,400,101,100648980,DH 1P 90x190  LINA ANTHRAC 1644536,6,7350,18,0,,,,,,,
L3C,400,101,100648981,DH 1P 90x190 LINA ROSE 1644538,6,7350,12,0,,,,,,,
L3C,400,101,100648982,DH 1P 90x190  LINA BLANC 1644539,6,7350,24,0,,,,,,,
L3C,400,101,100648983,DH 1P 90x190  LINA SABLE 1644540,6,7350,12,0,,,,,,,
L3C,400,101,100648984,DH 1P 90x190  LINA BLEU 1644544,6,7350,18,0,,,,,,,
L3C,400,101,100648985,DH 2P 140x190 LINA ANTHRAC 1644546,6,9290,18,0,,,,,,,
L3C,400,101,100648986,DH 2P 140x190 LINA ROSE 1644548,6,9290,12,0,,,,,,,
L3C,400,101,100648987,DH 2P 140x190 LINA BLANC 1644549,24,9290,28,0,,,,,,,
L3C,400,101,100648988,DH 2P140x190 LINA SABLE 1644550,6,9290,18,0,,,,,,,
L3C,400,101,100648989,DH 2P140x 190 LINA BLEU 1644554,6,9290,12,0,,,,,,,
L3C,400,101,100648990,DH 2P 160x200 LINA ANTHRAC 1644556,6,10850,21,0,,,,,,,
L3C,400,101,100648991,DH 2P 160x200 LINA ROSE 1644558,6,10850,21,0,,,,,,,
L3C,400,101,100648992,DH 2P 160x200 LINA BLANC 1644559,24,10850,36,0,,,,,,,
L3C,400,101,100648993,DH 2P 160x200 LINA SABLE 1644560,6,10850,18,0,,,,,,,
L3C,400,101,100648994,DH 2P 160x200 LINA BLEU 1644564,6,10850,15,0,,,,,,,
L3C,400,101,100648995,DH 2P 180x200 LINA ANTHRAC 1644566,6,13750,15,0,,,,,,,
L3C,400,101,100648996,DH 2P 180x200 LINA ROSE 1644568,6,13750,24,0,,,,,,,
L3C,400,101,100648997,DH 2P 180x200 LINA BLANC 1644569,6,13750,28,0,,,,,,,
L3C,400,101,100648998,DH 2P 180x200 LINA SABLE 1644570,6,13750,18,0,,,,,,,
L3C,400,101,100648999,DH 2P 180x200 LINA BLEU 1644574,6,13750,12,0,,,,,,,
L3C,400,102,100649000,DP 1P180x290LINA ANT+PBDON 1644576,6,12150,6,0,,,,,,,
L3C,400,102,100649001,DP 1P180x290LINA ROSE+PBDON 1644578,6,12150,11,0,,,,,,,
L3C,400,102,100649002,DP 1P180x290LINA BLC+PBDON 1644579,6,12150,16,0,,,,,,,
L3C,400,102,100649003,DP 1P180x290 LINA SAB+PBDON 1644580,6,12150,6,0,,,,,,,
L3C,400,102,100649004,DP 1P180x290 LINA BLE+PBDON 1644584,6,12150,4,0,,,,,,,
L3C,400,102,100649005,DP 2P240x300LINA ANTH+PBDON 1644586,12,14850,18,0,,,,,,,
L3C,400,102,100649006,DP 2P 240x300LINA ROS+PBDON 1644588,12,14850,18,0,,,,,,,
L3C,400,102,100649007,DP 2P 240x300LINA BLC+PBDON 1644589,12,14850,18,0,,,,,,,
L3C,400,102,100649008,DPL 2P 240x300LINA SA+PBDON 1644590,12,14850,12,0,,,,,,,
L3C,400,102,100649009,DP 2P 240x300LINA BLE+PBDON 1644594,12,14850,12,0,,,,,,,
L3C,400,105,100649010,TO VP 63x63PERC NUD+P.BDON 1644604,12,4250,0,0,,,,,,,
L3C,400,105,100649011,TO VP 63x63PERC BLEU+P BDON 1644608,12,4250,0,0,,,,,,,
L3C,400,105,100649012,TO VP 63x63PERC ACIE+P.BDON 1644609,12,4250,0,0,,,,,,,
L3C,400,105,100649013,TO VP 63x63PERC SABL+P.BDON 1644610,12,4250,0,0,,,,,,,
L3C,400,105,100649014,TO VP 63x63PERC WHIT+P.BDON 1644611,6,4250,0,0,,,,,,,
L3C,400,105,100649015,TO VP 50x70PERC NUD+P.BDON 1644612,12,4250,18,0,,,,,,,
L3C,400,105,100649016,TO VP 50x70PERC BLEU+P BDON 1644616,48,4250,72,0,,,,,,,
L3C,400,105,100649017,TO VP 50x70PERC ACIE+P.BDON 1644617,12,4250,8,0,,,,,,,
L3C,400,105,100649018,TO VP 50x70PERC SABL+P.BDON 1644618,12,4250,24,0,,,,,,,
L3C,400,105,100649019,TO VP 50x70PERC WHIT+P.BDON 1644619,48,4250,0,0,,,,,,,
L3C,400,101,100649020,DH 1P 90x190PERC NUDE 1644628,6,11450,0,0,,,,,,,
L3C,400,101,100649021,DH 1P 90x190 PERC BLEU NUIT 1644632,6,11450,0,0,,,,,,,
L3C,400,101,100649022,DH 1P 90x190 PERC ACIER 1644633,6,11450,0,0,,,,,,,
L3C,400,101,100649023,DH 1P 90x190 PERC SABLE 1644634,6,11450,0,0,,,,,,,
L3C,400,101,100649024,DH 1P 90x190 PERC WHITE 1644635,6,11450,12,0,,,,,,,
L3C,400,101,100649025,DH 2P 140x190 PERC NUDE 1644636,6,13990,0,0,,,,,,,
L3C,400,101,100649026,DH 2P 140x190PERC BLEU NUIT 1644640,6,13990,0,0,,,,,,,
L3C,400,101,100649027,DH 2P 140x190 PERC ACIER 1644641,6,13990,0,0,,,,,,,
L3C,400,101,100649028,DH 2P 140x190 PERC SABLE 1644642,6,13990,0,0,,,,,,,
L3C,400,101,100649029,DH 2P 140x190 PERC WHITE 1644643,24,13990,0,0,,,,,,,
L3C,400,101,100649030,DH 2P 160x200 PERC NUDE 1644644,6,14990,9,0,,,,,,,
L3C,400,101,100649031,DH 2P 160x200PERC BLEU NUIT 1644648,6,14990,3,0,,,,,,,
L3C,400,101,100649032,DH 2P 160x200 PERC ACIER 1644649,6,14990,6,0,,,,,,,
L3C,400,101,100649033,DH 2P 160x200 PERC SABLE 1644650,6,14990,0,0,,,,,,,
L3C,400,101,100649034,DH 2P 160x200 PERC WHITE 1644651,6,14990,0,0,,,,,,,
L3C,400,101,100649035,DH 2P 180x200 PERC NUDE 1644652,6,17450,6,0,,,,,,,
L3C,400,101,100649036,DH 2P 180x200 PERC BLEU NUI 1644656,6,17450,6,0,,,,,,,
L3C,400,101,100649037,DH 2P 180x200 PERC ACIER 1644657,6,17450,6,0,,,,,,,
L3C,400,101,100649038,DH 2P 180x200 PERC SABLE 1644658,6,17450,0,0,,,,,,,
L3C,400,101,100649039,DH 2P 180x200 PERC WHITE 1644659,24,17450,0,0,,,,,,,
L3C,400,102,100649040,DP 2P 180x290PERC NUD+PBDON 1644660,6,15690,6,0,,,,,,,
L3C,400,102,100649041,DP 1P 180x290PERC BLE+PBDON 1644664,6,15690,6,0,,,,,,,
L3C,400,102,100649042,DP 1P 180x290PERC ACIE+PBD 1644665,6,15690,6,0,,,,,,,
L3C,400,102,100649043,DP 1P 180x290PERC SABL+PBD 1644666,6,15690,3,0,,,,,,,
L3C,400,102,100649044,DP 1P 180x290PERC BLC+PBDON 1644667,12,15690,12,0,,,,,,,
L3C,400,102,100649045,DP 2P 240x300PERC NUD+PBDON 1644668,6,20950,0,0,,,,,,,
L3C,400,102,100649046,DP 2P 240x300PERC BLEU+PBD 1644672,6,20950,2,0,,,,,,,
L3C,400,102,100649047,DP 2P 240x300PERC ACIE+PBD 1644673,6,20950,6,0,,,,,,,
L3C,400,102,100649048,DP 2P 240x300PERC SABL+PBD 1644674,6,20950,0,0,,,,,,,
L3C,400,102,100649049,DP 2P 240x300PERC BLC+PBDON 1644675,12,20950,0,0,,,,,,,
L3C,400,103,100649050,PARURE 2 P. 140x200SKATEBOY 1644688,6,8900,0,0,,,,,,,
L3C,400,103,100649051,PARURE 2 P. 140x200 COSMO 1644689,6,8900,0,0,,,,,,,
L3C,400,103,100649052,PARURE 2 P. 140x200 ALICE 1644690,6,8900,0,0,,,,,,,
L3C,400,103,100649053,PARURE 2 P. 140x200 DORIS 1644711,4,17290,0,0,,,,,,,
L3C,400,103,100649054,PARURE 2 P. 140x200 AVRIL 1644713,4,17290,0,0,,,,,,,
L3C,400,103,100649055,PARURE 3 P.240x220 BLUELINE 1644724,4,24900,0,0,,,,,,,
L3C,400,103,100649056,PARURE 3 P.260x240 AMANDA 1644726,4,28290,0,0,,,,,,,
L3C,400,103,100649057,PARURE 3 P.260x240 DORIS 1644728,4,28290,0,0,,,,,,,
L3C,400,103,100649058,PARURE 3 P. 260x240 ARSENE 1644729,4,28290,0,0,,,,,,,
L3C,400,103,100649059,PARURE 3 P. 260x240 AVRIL 1644733,4,28290,0,0,,,,,,,
L3C,400,103,100649060,PARURE 2 P.140x200 LABYRINT 1644746,4,28290,0,0,,,,,,,
L3C,400,200,100649061,GANT TOILETx2 15x21 BLC 1801473,12,1400,0,24,,,,,,,
L3C,400,200,100649062,GANT TOILETx2 15x21BOIDEROS 1801474,12,1400,0,36,,,,,,,
L3C,400,200,100649063,GANT TOILETx2  15x21  ANTHR 1801480,12,1400,4,0,,,,,,,
L3C,400,200,100649064,GANT TOILETx2  15x21 FOUGER 1801483,12,1400,8,24,,,,,,,
L3C,400,200,100649065,GANT TOILETx2  15x21 SAPHIR 1801484,12,1400,10,24,,,,,,,
L3C,400,200,100649066,GANT TOILETx2  15x21 TAUPE 1801487,12,1400,0,0,,,,,,,
L3C,400,201,100649067,SVT INVITE 30x50  BLC 1801489,12,1400,0,180,,,,,,,
L3C,400,201,100649068,SVT INV 30x50 BOI DE ROSE 1801490,12,1400,0,84,,,,,,,
L3C,400,201,100649069,SVT INVITE 30x50 ANTHRACITE 1801496,12,1400,0,48,,,,,,,
L3C,400,201,100649070,SVT INVITE 30x50  FOUGERE 1801499,12,1400,6,84,,,,,,,
L3C,400,201,100649071,SVT INVITE 30x50  SAPHIR 1801500,12,1400,9,72,,,,,,,
L3C,400,201,100649072,SVT INVITE 30x50  TAUPE 1801503,12,1400,2,24,,,,,,,
L3C,400,201,100649073,SVT DE TOILET 50x90 BLANC 1801505,24,3890,0,240,,,,,,,
L3C,400,201,100649074,SVT TOILET 50x90 BOIDEROSE 1801506,6,3890,0,96,,,,,,,
L3C,400,201,100649075,SVT DE TOILET 50x90 ANTHRAC 1801512,6,3890,0,48,,,,,,,
L3C,400,201,100649076,SVT DE TOILET 50x90 FOUGERE 1801515,6,3890,0,78,,,,,,,
L3C,400,201,100649077,SVT DE TOILET 50x90  SAPHIR 1801516,6,3890,2,84,,,,,,,
L3C,400,201,100649078,SVT DE TOILET 50x90  TAUPE 1801519,6,3890,0,24,,,,,,,
L3C,400,202,100649079,DRAP DOUCH 70x130  BLANC 1801521,12,7390,0,180,,,,,,,
L3C,400,202,100649080,DRAP DOUCH 70x130 BOIDEROSE 1801522,6,7390,1,84,,,,,,,
L3C,400,202,100649081,DRAP DOUCH 70x130  ANTHRAC 1801528,12,7390,7,24,,,,,,,
L3C,400,202,100649082,DRAP DOUCH 70x130  FOUGERE 1801531,12,7390,6,72,,,,,,,
L3C,400,202,100649083,DRAP DOUCH 70x130  SAPHIR 1801532,6,7390,0,72,,,,,,,
L3C,400,202,100649084,DRAP DOUCH 70x130  TAUPE 1801535,12,7390,4,48,,,,,,,
L3C,400,202,100649085,DRAP DE BAIN 90x150 BLANC 1801537,12,11450,0,240,,,,,,,
L3C,400,202,100649086,DRAP BAIN 90x150 BOIDEROSE 1801538,12,11450,13,60,,,,,,,
L3C,400,202,100649087,DRAP DE BAIN 90x150 ANTHRAC 1801544,12,11450,8,24,,,,,,,
L3C,400,202,100649088,DRAP DE BAIN 90x150 FOUGERE 1801547,12,11450,16,48,,,,,,,
L3C,400,202,100649089,DRAP DE BAIN 90x150  SAPHIR 1801548,12,11450,4,84,,,,,,,
L3C,400,202,100649090,DRAP DE BAIN 90x150  TAUPE 1801551,12,11450,9,24,,,,,,,
L3C,400,230,100655707,RDX A OEIL 140X260 JACQ JNE 111323,6,19900,0,0,,,,,,,
L3C,400,230,100655708,RDX OEIL140*260 JACQ NOIR 1611324,6,19900,0,0,,,,,,,
L3C,400,230,100655709,RDX  OEIL140*260 JACQ JNE 1611325,6,19900,0,0,,,,,,,
L3C,400,230,100655710,RDX OEIL.140X260 JAC JAUNE 1611327,6,19900,0,0,,,,,,,
L3C,400,230,100655711,RDX OEIL 140*260 JACQ NOIR 1611328,6,19900,0,0,,,,,,,
L3C,400,230,100655712,RDX OEIL.140X260 JAC NATURE 1611583,6,19900,0,0,,,,,,,
L3C,400,230,100655713,RDX OEIL.140X260 JAC GRIS 1611940,6,12800,3,0,,,,,,,
L3C,400,230,100655714,RDX OEIL.140X260 JAC GALI NAT161194,6,12800,0,0,,,,,,,
L3C,400,230,100655715,RDX OEIL140*260 JACQ GRIS 1611942,6,12800,0,0,,,,,,,
L3C,400,230,100655716,RDX OEIL140*260 CAELIA GRIS 1611944,6,15500,0,0,,,,,,,
L3C,400,230,100655717,RDX OEIL140*260 CAELIA BLC 1611945,6,15500,0,0,,,,,,,
L3C,400,230,100655718,RDX OEIL140*260 VICTORI GRI 1611946,6,15500,0,0,,,,,,,
L3C,400,230,100655719,RDX OEIL 140*260 NATUR 1611943,6,12800,0,0,,,,,,,
L3C,400,230,100655720,RDX OEIL140*260 VICTORI BLC 161197,6,15500,0,0,,,,,,,
L3C,400,219,100655723,MANIQ19x19 CUISTOT JAUNE 1790461,6,3590,0,0,,,,,,,
L3C,400,219,100655724,ESSUIE-MAIN ROND  MENTON 1731290,6,3900,0,0,,,,,,,
L3C,400,219,100655725,TABLIER 60x84  CTON  MENTON 1731285,6,5400,0,0,,,,,,,
L3C,400,219,100655726,TORCHONX2 50X70CTON MENTON 1731287,6,5750,0,0,,,,,,,
L3C,400,219,100655727,ESSUIE-MAIN 50x50 MENTON 1731291,6,2995,0,0,,,,,,,
L3C,400,219,100655728,TORCHONX2 50*70 CTON MENTON 1731286,6,4995,0,0,,,,,,,
L3C,400,219,100655729,TORCHONX2 50*70 CTON NID'ABEIL 1731,6,4995,0,0,,,,,,,
L3C,400,219,100655730,GANT+ MANIQUE COTON  MENTON 1731289,6,4300,0,0,,,,,,,
L3C,400,219,100655731,TORCHONX3 50*70 BAYADO RGE 1731295,6,4300,0,0,,,,,,,
L3C,400,219,100655732,TORCHONX3 50*70 BAYADO ANTH 1731294,6,4300,0,0,,,,,,,
L3C,400,219,100655733,TORCHONX3 50*70 BAYADO NOIR 1731293,6,4300,0,0,,,,,,,
L3C,400,219,100655734,TORCHONX3 50*70 VIBRATO RGE 1731298,6,4300,0,0,,,,,,,
L3C,400,219,100655735,TORCHONX3 50*70 VIBRAT ANTH 1731297,6,4300,0,0,,,,,,,
L3C,400,219,100655736,TORCHONX3 50*70 VIBRATO NR 1731296,6,4300,0,0,,,,,,,
L3C,400,219,100655737,TORCHONX2 50*70 CLASSICO RGE 173130,6,5300,0,0,,,,,,,
L3C,400,219,100655738,TORCHONX2 50*70 CLASSI ANTH 1731300,6,5300,0,0,,,,,,,
L3C,400,219,100655739,TORCHONX2 50*70 CLASSICO NR 1731299,6,5300,0,0,,,,,,,
L3C,400,220,100655740,NAPPE RECT140x240 CHARL LIN 1730836,6,15900,0,0,,,,,,,
L3C,400,220,100655741,NAPPE RECT140x240 CHARL BLC 1730835,12,15900,0,0,,,,,,,
L3C,400,220,100655742,NAPPE RECT140x40 COT CHAR GR1730834,6,15900,0,0,,,,,,,
L3C,400,221,100655743,SDTX3 40*40 COTON CHARL LIN 1730832,6,4250,15,0,,,,,,,
L3C,400,221,100655744,SDTX3 40*40 COTON CHARL BLC 1730831,6,4250,18,0,,,,,,,
L3C,400,221,100655745,SDTX3 40*40 COTON CHARL GRI 1730830,6,4250,0,0,,,,,,,
L3C,400,220,100655746,NAPPE RECT150x240 POLY KAKI 1722920,6,11700,0,0,,,,,,,
L3C,400,220,100655747,NAPPE RECT150x240 POE MENTH 1722919,6,8500,0,0,,,,,,,
L3C,400,220,100655748,NAPPE RECT150x240 POE  BLC 1722889,6,11700,0,0,,,,,,,
L3C,400,220,100655749,NAPPE RECT150x240 POE  VERT 1722848,6,11700,0,0,,,,,,,
L3C,400,220,100655750,NAPPE RECT150x240 POE  BLEU 1722847,6,11700,0,0,,,,,,,
L3C,400,220,100655751,NAPPE RDE D180 POLY NATUREL 1723203,6,10700,0,0,,,,,,,
L3C,400,220,100655752,NAPPE RDE D180 POLY  NOIR 1723202,6,10700,0,0,,,,,,,
L3C,400,220,100655753,NAPPE RECT150x240 POE  NOIR 1723207,6,11700,0,0,,,,,,,
L3C,400,220,100655754,NAPPE RECT140x240 POE NATUR 1723120,6,8300,0,0,,,,,,,
L3C,400,220,100655755,NAPPE RECT140x240 POE TAU 1723126,6,8300,0,0,,,,,,,
L3C,400,220,100655756,NAPPE RECT140x240POE SUZ JNE1723121,6,8300,0,0,,,,,,,
L3C,400,220,100655757,NAPPE RECT140x240 POE CORAIL1723127,6,8300,3,0,,,,,,,
L3C,400,220,100655758,NAPPE RECT140x240 MICR MENT 1723129,6,9775,0,0,,,,,,,
L3C,400,220,100655759,NAPPE RECT140x240 POE  MEN 1723123,6,8300,0,0,,,,,,,
L3C,400,220,100655760,NAPPE RECT140x240 POE GEO JN1723128,6,8300,6,0,,,,,,,
L3C,400,220,100655761,NAPPE RECT140x240 POE CORAIL1723122,6,8300,0,0,,,,,,,
L3C,400,220,100655762,NAPPE RECT140x240 MICR MENT 1723131,6,9775,0,0,,,,,,,
L3C,400,220,100655763,NAPPE RECT140x240 POE  TAUP 1723125,6,8300,0,0,,,,,,,
L3C,400,220,100655764,NAPPE RECT140x240 MICR JNE 1723130,6,9775,0,0,,,,,,,
L3C,400,220,100655765,NAPPE RECT140x240 POE  BLC 1723124,6,8300,0,0,,,,,,,
L3C,400,220,100655766,NAPPE RECT140x250 JAC BLANC 1722798,6,13900,0,0,,,,,,,
L3C,400,220,100655767,NAPPE RECT140x240 POE GIPSY 1723031,6,13900,0,0,,,,,,,
L3C,400,220,100655768,NAPPE RECT140x240 POE ENOLI 1723032,6,13900,0,0,,,,,,,
L3C,400,220,100655769,NAPPE RECT140x240 POE PADOV 1723033,6,13900,0,0,,,,,,,
L3C,400,220,100655770,NAPPE RECT140x240 POE ORPHE 1723034,6,13900,0,0,,,,,,,
L3C,400,220,100655771,NAPPE RECT140x24 POE  ANTHR 1723035,6,13700,0,0,,,,,,,
L3C,400,220,100655772,NAPPE RECT140x240 POE  GRI 1723036,6,13700,0,0,,,,,,,
L3C,400,220,100655773,NAPPE RECT140x240 JAC BLANC 1723037,6,13700,0,0,,,,,,,
L3C,400,220,100655774,NAPPE RECT140x240 POE LIN 1723038,12,13700,0,0,,,,,,,
L3C,400,220,100655775,NAPPE RECT140x240 POE ANTHR 1723039,6,13700,0,0,,,,,,,
L3C,400,220,100655776,NAPPE RECT140x240 POE JP GRI1723040,6,13700,0,0,,,,,,,
L3C,400,220,100655777,NAPPE RECT140x240 POE JP BLC1723041,6,13700,30,0,,,,,,,
L3C,400,220,100655778,NAPPE RECT140x240 POE BILLY 1723193,6,14700,0,0,,,,,,,
L3C,400,101,100661170,DH 2P180*200 LINA SANGE 1644572,6,13750,27,0,,,,,,,
L3C,400,201,100667488,SVT INVITE 30x50ELEGANC BLC 1802035,12,1590,0,84,,,,,,,
L3C,400,201,100667503,SVT TOILET 50x90 ELEGANCE BLC180204,24,4750,0,60,,,,,,,
L3C,400,202,100667504,DRAP DOUCH90x150 ELEGAN BLC 1802050,12,12990,0,84,,,,,,,
L3C,400,202,100667505,DRAP DOUCH70x130 ELEGAN BLC 1802045,12,9500,0,60,,,,,,,
L3C,400,101,100667506,DH 2P 180x200 PERC TOMETTE 1644653,6,17450,6,0,,,,,,,
L3C,400,101,100667507,DH 2P 180x200 PERC CURRY 1644654,6,17450,6,0,,,,,,,
L3C,400,101,100667508,DH 2P 180x200 PERC TILLEUL 1644655,6,17450,0,0,,,,,,,
L3C,400,101,100667509,DH 2P 180x200 LINA MARSALA 1644567,6,13750,36,0,,,,,,,
L3C,400,101,100667510,DH 2P 180x200 LINA CURRY 1644571,6,13750,24,0,,,,,,,
L3C,400,101,100667511,DH 2P 180x200 LINA EMERAUDE 1644573,6,13750,18,0,,,,,,,
L3C,400,105,100667512,TO VP 50x70 PERC TOMETE+P.B 1644613,6,4250,0,0,,,,,,,
L3C,400,105,100667513,TO VP 50x70 PERC CURRY+P. B 1644614,6,4250,12,0,,,,,,,
L3C,400,105,100667514,TO VP 50x70PERC TILLEUL+P.B 1644615,12,4250,21,0,,,,,,,
L3C,400,105,100667515,TO VP 50x70LINA MARSALA+P.B 1644517,12,3250,36,0,,,,,,,
L3C,400,105,100667516,TO VP 50x70 LINA CURRY +P.B 1644521,12,3250,60,0,,,,,,,
L3C,400,105,100667517,TO VP 50x70LINA SAUGE+P.B 1644522,12,3250,36,0,,,,,,,
L3C,400,105,100667518,TO VP 50x70 LINA EMERAU+P.B 1644523,6,3250,48,0,,,,,,,
L3C,400,108,100667519,COUETTE 2P200x200 POLY GRS 1642374,6,26600,0,0,,,,,,,
L3C,400,111,100667520,RENOVE MAT 90x190 RENA GRIS 1643938,6,5990,0,0,,,,,,,
L3C,400,111,100667521,RENOVE MAT 140x190RENA GRIS 1643939,6,7250,0,0,,,,,,,
L3C,400,111,100667522,RENOVE MAT 160x200RENA GRIS 1643940,6,8250,0,0,,,,,,,
L3C,400,231,100676295,COUSSIN DEHOUS40x60 DEP SURF1722981,6,10990,6,0,,,,,,,
L3C,400,219,100676302,TORCHONx2 50x70 CLASSIC LIN 1731326,6,5750,0,0,,,,,,,
L3C,400,220,100676303,NAPPE RDE D18 POE LINEA 1723285,6,11500,0,12,,,,,,,
L3C,400,220,100676304,NAPPE RECT 150x240 POE  LINE1723286,6,12500,6,0,,,,,,,
L3C,400,220,100676306,NAPPE RECT145x240 POLY BLEU 1723269,6,10500,0,0,,,,,,,
L3C,400,220,100676307,NAPPE RECT145x240 POE   JNE 1723274,6,10500,0,0,,,,,,,
L3C,400,220,100676308,NAPPE RECT145x240 POLY SAUG 1723273,6,10500,0,0,,,,,,,
L3C,400,220,100676309,NAPPE RECT140x250 POE  GRIS 1720207,6,9800,0,0,,,,,,,
L3C,400,220,100676310,NAPPE RECT140x250 POE  TAUP 1720411,6,9800,3,0,,,,,,,
L3C,400,220,100676311,NAPPE RECT140x250 POE  MIEL 1722823,6,9800,0,0,,,,,,,
L3C,400,220,100676312,NAPPE RDE D180 POE UNI GRIS 1720244,6,9800,6,18,,,,,,,
L3C,400,220,100676313,NAPPE RDE D180 POE UNI MIEL 1722821,6,9800,0,12,,,,,,,
L3C,400,220,100676314,NAPPE RDE D180 POE UNI TPE 1720417,6,9827,0,18,,,,,,,
L3C,400,220,100676315,NAPPE RECT140x240 POE FL SGE1723245,6,8500,5,0,,,,,,,
L3C,400,220,100676316,NAPPE RECT140x240 POE FL NAT1723246,6,8500,0,0,,,,,,,
L3C,400,220,100676317,NAPPE RECT140x240 POE FL JNE1723248,6,8500,6,0,,,,,,,
L3C,400,231,100676318,GALETEX4 38x38 FLEURI NAT 1723250,6,8995,78,0,,,,,,,
L3C,400,231,100676319,GALETEX4 38x38 FLEURI JNE 1723252,6,8995,30,0,,,,,,,
L3C,400,230,100677945,RDX OCC OEIL135X280 NEIGE 1608665,6,15900,0,0,,,,,,,
L3C,400,230,100677946,RDX OCC OEIL 135X280 PERLE 1608660,6,15900,0,0,,,,,,,
L3C,400,230,100677947,RDX OCC OEIL 135X280 MIEL 1608656,6,15900,0,0,,,,,,,
L3C,400,230,100677948,RDX OCC OEIL 135X280 NUDE 1608756,6,15900,0,0,,,,,,,
L3C,400,230,100677949,RDX OCC OEI 135X280 IVOIRE 1608661,6,15900,0,0,,,,,,,
L3C,400,230,100677950,RDX OCC OEIL 135X280 RGE VIF1608663,6,15900,0,0,,,,,,,
L3C,400,230,100677951,RDX OEIL135X260 VERT/GR VEL 1612052,6,24500,3,0,,,,,,,
L3C,400,230,100677952,RDX OEIL.135X260 BLC VELOU 1612055,6,24500,0,0,,,,,,,
L3C,400,230,100677953,RDX OEIL 135X260 ANTH VELOU 1612054,6,24500,0,0,,,,,,,
L3C,400,230,100677954,RDX OEIL.140X260 LIN CHAMBR1606579,6,18500,0,0,,,,,,,
L3C,400,230,100677955,RDX OEIL.140X260 ANTH CHA16026577,6,18500,0,0,,,,,,,
L3C,400,230,100677956,RDX OEIL.140X260 GRI CHAMBR 1606576,6,18500,0,0,,,,,,,
L3C,400,230,100677957,RDX OEIL 140X280 ZELIN NATUR1612346,6,15500,0,0,,,,,,,
L3C,400,230,100677958,RDX OEIL.140X280 BLC MET 1612345ZEL,6,15500,0,0,,,,,,,
L3C,400,230,100677959,RDX OEIL.140X280 INDIG MET 1612347,6,15500,0,0,,,,,,,
L3C,400,230,100677960,RDX OEIL.140X280VERT/GR MET 1612348,6,15500,0,0,,,,,,,
L3C,400,230,100677961,RDX OEIL 140X280 TERAC MET1612150,6,15500,0,0,,,,,,,
L3C,400,230,100677962,RDX OEIL.140X280 JNE MET 1612349,6,15500,0,0,,,,,,,
L3C,400,230,100677963,VOILAGE OEIL 140X280 TAUPE 1627467,6,11900,0,0,,,,,,,
L3C,400,230,100677964,VOILAGE OEIL 140X280 BL BROD1627619,6,12900,0,0,,,,,,,
L3C,400,230,100677965,VOILAGE 140X180 OR BROD 1627620,6,12900,0,0,,,,,,,
L3C,400,230,100677966,VOILAGE OEIL140X280 TPE TISS1627577,6,15500,0,0,,,,,,,
L3C,400,230,100677967,VOILAGE OEIL 140X180 BLC TISS162757,6,15500,0,0,,,,,,,
L3C,400,230,100677968,VOILAGE OEIL140X280  NAOMI 1627585,6,15500,0,0,,,,,,,
L3C,400,230,100677969,VOILAGE OEIL140X280 TISS NAT1625657,6,15900,0,0,,,,,,,
L3C,400,230,100677970,VOILAGE OEIL140X280 NOISET 1625229,6,14900,0,0,,,,,,,
L3C,400,230,100677971,VOILAGE OEIL140X280 TISS BL 1627578,6,15500,0,0,,,,,,,
L3C,400,230,100677972,VOILAGE OEIL140X280 TISS TPE1627579,6,15500,0,0,,,,,,,
L3C,400,219,100680591,TORCHONX3 50x70 TISSE LIN 1731328,6,4650,0,0,,,,,,,
L3C,400,231,100680592,COUSSIN DEHOUS 30x50 COTON 1612315,6,10290,0,0,,,,,,,
L3C,400,104,100680593,HOUSSE DE COUSS+ENCART40x40 1611952,12,5850,0,0,,,,,,,
L3C,400,231,100680594,COUSSIN DEHOUS COMPR 30x50 1612030,6,9125,0,0,,,,,,,
